customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,county,is_rural,location_type,mpesa_usage_score,mpesa_engagement,mpesa_monthly_transactions,bonga_points,days_since_bonga_redemption,bonga_active,has_safaricom_home,competitor_exposure,high_competitor_risk,network_quality_score,network_satisfaction,uses_data_rollover,data_bundle_tier,avg_monthly_data_gb,digital_loyalty_score,rural_network_risk,price_sensitive_risk,customer_engagement_score
0282-NVSJS,Female,1,Yes,Yes,12,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,29.3,355.9,0,Mombasa,0,urban,18.0,low,0,1060.6,319,0,0,5,1,9,satisfied,1,basic,27.042104297837156,13.628266666666665,0,0,20.4
9090-SGQXL,Male,1,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.3,7299.65,1,Malindi,1,rural,100.0,high,12,3430.6,240,0,1,5,1,4,dissatisfied,0,unlimited,4.760163830423826,69.14826666666667,1,1,55.0
6595-YGXIT,Male,1,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.95,2291.2,1,Nairobi,0,urban,90.5,high,6,1478.9,114,0,1,4,1,6,neutral,1,premium,9.059561767833808,58.24373333333333,0,1,67.15
7353-YOWFP,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,129.15,0,Uasin Gishu,0,urban,32.5,medium,3,773.5,64,1,1,2,0,8,satisfied,0,basic,3.777593577485337,21.562666666666665,0,0,54.75
9835-ZIITK,Male,1,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,110.85,7491.75,1,Nairobi,0,urban,100.0,high,10,3556.7,276,0,1,2,0,7,neutral,1,unlimited,2.4277528031287225,69.48453333333333,0,0,70.0
8008-ESFLK,Female,0,Yes,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,110.5,5835.5,0,Thika,0,urban,64.2,high,4,3042.0,142,0,1,2,0,10,satisfied,1,unlimited,100.0,46.632000000000005,0,0,59.260000000000005
7537-CBQUZ,Male,1,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.4,7031.45,0,Kakamega,1,rural,96.5,high,12,3133.8,216,0,1,4,1,6,neutral,0,unlimited,18.837044763948537,66.2568,0,1,53.95
1555-DJEQW,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.2,7723.9,1,Nairobi,0,urban,100.0,high,9,3876.4,166,0,1,5,1,6,neutral,1,unlimited,13.637966295008638,70.33706666666667,0,1,70.0
5649-TJHOV,Male,1,Yes,No,27,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),36.5,1032.0,1,Kakamega,1,rural,74.6,high,11,961.0,15,1,0,5,1,5,neutral,1,standard,6.11481238355219,47.32266666666666,1,0,57.379999999999995
0519-XUZJU,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.75,70.75,1,Nakuru,0,urban,32.5,medium,0,589.5,34,1,1,4,1,4,dissatisfied,1,premium,43.45940612418583,21.072,0,1,69.75
3363-EWLGO,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,109.6,0,Nairobi,0,urban,75.5,high,12,0.0,274,0,0,5,1,5,dissatisfied,0,basic,18.1651111033062,45.3,0,0,22.65
4750-UKWJK,Female,1,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,727.8,0,Kisumu,0,urban,99.5,high,6,2127.2,139,0,0,5,1,9,satisfied,0,basic,9.9233352313216,65.37253333333334,0,0,29.849999999999998
6338-AVWCY,Male,0,No,No,3,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,40.15,130.75,1,Nairobi,0,urban,19.5,low,1,310.3,346,0,0,3,0,9,satisfied,1,standard,2.9304523776084963,12.527466666666665,0,0,20.85
1689-YQBYY,Female,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.6,893.0,0,Thika,0,urban,97.0,high,5,515.2,307,0,0,4,1,8,satisfied,1,premium,51.312047495392406,59.57386666666666,0,1,44.099999999999994
4487-ZYJZK,Female,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.6,763.1,0,Malindi,1,rural,75.0,high,10,1834.2,274,0,0,5,1,7,neutral,0,basic,10.949527588008,49.8912,0,0,22.5
2959-FENLU,Female,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.3,781.4,0,Nairobi,0,urban,22.5,low,3,398.6,274,0,0,5,1,9,satisfied,0,premium,5.428310540955942,14.562933333333334,0,1,6.75
0708-LGSMF,Male,0,Yes,No,13,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,65.85,902.25,0,Nakuru,0,urban,100.0,high,16,1137.7,114,0,0,5,1,7,satisfied,1,premium,9.34321829454166,63.03386666666667,0,0,45.0
9253-QXKBE,Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.45,2653.65,1,Kakamega,1,rural,100.0,high,14,2096.9,86,1,1,5,1,2,dissatisfied,0,premium,89.68575732966337,65.59173333333334,1,1,75.0
7634-HLQJR,Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,1016.7,0,Nyeri,0,urban,63.5,high,5,2418.1,138,0,0,2,0,5,dissatisfied,0,basic,42.439944744121874,44.54826666666667,0,0,19.05
0487-RPVUM,Male,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),99.4,5943.65,0,Nakuru,0,urban,83.80000000000001,high,14,3081.8,42,1,1,5,1,9,satisfied,0,premium,8.229357885724776,58.49813333333334,0,1,70.14
4079-ULGFR,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,275.7,0,Machakos,1,rural,94.0,high,11,566.0,353,0,0,3,0,4,dissatisfied,1,basic,100.0,57.90933333333333,1,0,43.2
2516-XSJKX,Female,0,Yes,Yes,41,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,78.45,3126.45,0,Nakuru,0,urban,86.8,high,8,1897.9,68,1,1,4,1,5,dissatisfied,1,premium,15.437428304803223,57.14106666666667,0,1,86.03999999999999
0057-QBUQH,Female,0,No,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.1,1070.15,0,Mombasa,0,urban,25.4,low,3,2020.1999999999998,164,0,0,2,0,5,dissatisfied,1,basic,2.0990080649946745,20.6272,0,0,22.619999999999997
9445-SZLCH,Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.35,3457.9,1,Kakamega,1,rural,21.9,low,2,1835.7,152,0,1,4,1,6,neutral,1,premium,13.288653906217311,18.0352,0,1,46.57
6599-SFQVE,Female,0,No,No,6,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.0,340.4,0,Kisumu,0,urban,8.2,low,0,0.0,255,0,1,5,1,4,dissatisfied,1,standard,6.6585598619900646,4.919999999999999,0,0,42.46
8331-ZXFOE,Female,0,No,No,58,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),71.1,4299.2,0,Kisumu,0,urban,69.0,high,8,2855.2,105,0,0,3,0,10,satisfied,1,premium,25.94273839359402,49.013866666666665,0,0,35.7
4003-FUSHP,Male,0,No,No,19,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),61.55,1093.2,0,Kisumu,0,urban,95.5,high,12,787.0999999999999,289,0,0,5,1,10,satisfied,0,premium,11.962651951971774,59.39893333333333,0,0,28.65
0356-ERHVT,Male,0,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.9,521.9,0,Kakamega,1,rural,83.5,high,9,158.79999999999995,332,0,0,3,0,5,neutral,1,standard,5.594583669000135,50.52346666666667,1,0,40.05
7325-ENZFI,Female,0,No,No,39,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),40.3,1630.4,0,Kakamega,1,rural,100.0,high,10,1639.6,358,0,0,3,0,6,neutral,1,standard,22.400977224275213,64.37226666666666,0,0,45.0
4884-ZTHVF,Female,1,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.1,713.6,0,Kisumu,0,urban,74.2,high,9,706.2,78,1,1,5,1,9,satisfied,1,premium,2.1003887484968975,46.403200000000005,0,1,82.26
3920-HIHMQ,Female,0,No,Yes,26,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,49.5,1265.65,0,Mombasa,0,urban,87.0,high,6,1391.0,110,0,0,3,0,9,satisfied,1,standard,16.024150656739373,55.90933333333333,0,0,41.099999999999994
3055-OYMSE,Female,1,No,No,53,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.8,4003.85,0,Kisumu,0,urban,38.5,medium,3,3108.6,267,0,1,5,1,5,neutral,1,premium,100.0,31.389599999999998,0,1,51.55
0613-WUXUM,Female,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.2,1401.4,0,Nakuru,0,urban,48.0,medium,7,3613.4,147,0,0,5,1,6,neutral,0,basic,48.1853220328163,38.43573333333333,0,0,14.399999999999999
7568-PODML,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,45.3,45.3,1,Nairobi,0,urban,59.5,medium,5,188.6,330,0,0,3,0,9,satisfied,1,standard,3.0121248872119484,36.20293333333333,0,0,32.849999999999994
4458-KVRBJ,Male,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0,1510.5,0,Malindi,1,rural,100.0,high,15,3014.0,335,0,0,2,0,6,neutral,0,basic,72.18413331474942,68.03733333333334,0,0,30.0
5349-IECLD,Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,94.95,178.1,1,Kisumu,0,urban,32.2,medium,4,58.89999999999998,350,0,1,5,1,5,neutral,1,premium,14.424042180907275,19.477066666666666,0,1,49.66
1397-XKKWR,Male,0,No,No,7,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.3,264.8,0,Mombasa,0,urban,84.5,high,5,918.6,70,1,0,5,1,7,satisfied,1,standard,5.66906885747718,53.14959999999999,0,0,60.349999999999994
3945-GFWQL,Female,0,No,Yes,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.55,480.6,1,Nairobi,0,urban,61.9,high,8,323.1,304,0,0,5,1,7,satisfied,1,standard,13.377791497645212,38.0016,0,0,33.57
8097-OMULG,Male,0,Yes,Yes,59,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),76.75,4541.9,0,Nairobi,0,urban,100.0,high,13,3114.5,227,0,1,5,1,7,neutral,0,premium,46.559654290403245,68.30533333333334,0,1,55.0
6013-BHCAW,Male,0,Yes,Yes,61,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),81.0,4976.15,0,Machakos,1,rural,42.2,medium,5,3112.0,149,0,0,5,1,6,neutral,1,premium,6.505657938725722,33.61866666666667,0,1,27.66
0401-WDBXM,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.55,7542.25,0,Mombasa,0,urban,100.0,high,6,4276.1,72,1,1,5,1,8,satisfied,0,unlimited,1.9925450575100756,71.40293333333334,0,1,75.0
3387-PLKUI,Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.8,251.25,0,Nairobi,0,urban,55.5,medium,5,681.6,16,1,1,3,0,7,neutral,1,basic,4.324231995537915,35.117599999999996,0,0,76.65
6096-EGVTU,Female,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.9,1595.5,0,Kisumu,0,urban,75.0,high,13,2831.8,96,0,0,5,1,10,satisfied,1,basic,13.478503106517818,52.55146666666667,0,0,37.5
3797-VTIDR,Male,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,23.45,23.45,1,Mombasa,0,urban,17.400000000000002,low,2,314.9,227,0,0,3,0,9,satisfied,0,basic,3.9035728751368146,11.279733333333334,0,0,5.220000000000001
5081-NWSUP,Female,0,No,No,10,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,64.9,685.55,0,Nairobi,0,urban,19.0,low,1,807.8,262,0,0,4,1,10,satisfied,0,premium,14.854929553017698,13.554133333333333,0,0,5.7
2580-ATZSQ,Female,0,Yes,Yes,65,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),61.35,3874.1,0,Mombasa,0,urban,52.0,medium,6,3516.7,222,0,0,4,1,4,dissatisfied,1,premium,7.6087157650259085,40.577866666666665,0,0,30.6
8085-MSNLK,Female,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,113.95,6891.4,0,Nakuru,0,urban,32.0,medium,2,2905.9,13,1,1,2,0,7,neutral,1,unlimited,2.9520223604258145,26.949066666666667,0,0,69.6
9691-HKOVS,Female,0,Yes,No,55,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,90.15,4916.95,0,Nakuru,0,urban,65.2,high,6,2737.3,259,0,0,2,0,8,satisfied,0,premium,22.75126885840148,46.419466666666665,0,0,19.56
9881-VCZEP,Female,0,Yes,No,25,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.1,1373.0,0,Mombasa,0,urban,50.2,medium,5,1478.2,172,0,0,3,0,9,satisfied,0,standard,21.70300971820375,34.06186666666667,0,0,15.06
9526-BIHHD,Male,0,No,No,1,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.7,29.7,1,Kisumu,0,urban,81.5,high,6,0.0,217,0,0,5,1,8,satisfied,1,basic,17.697491361690695,48.9,0,0,39.45
8757-TFHHJ,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.8,49.8,0,Machakos,1,rural,30.5,medium,2,0.0,269,0,0,2,0,4,dissatisfied,0,standard,1.4358494598968627,18.3,1,0,9.15
4523-WXCEF,Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.1,6039.9,1,Mombasa,0,urban,100.0,high,16,3336.2,44,1,0,3,0,9,satisfied,1,unlimited,2.943989432581687,68.89653333333334,0,0,65.0
1468-DEFNC,Male,1,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.4,1548.65,0,Mombasa,0,urban,56.7,medium,1,3592.8,215,0,0,5,1,8,satisfied,1,basic,26.917002368986726,43.60080000000001,0,0,32.010000000000005
5119-KEPFY,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.0,3440.25,0,Nairobi,0,urban,80.4,high,7,2032.0,299,0,1,4,1,5,neutral,0,premium,8.710708089868595,53.65866666666667,0,1,49.120000000000005
8364-TRMMK,Female,0,No,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.65,151.3,1,Kisumu,0,urban,35.5,medium,3,211.3,203,0,1,5,1,9,satisfied,0,standard,29.737193288800874,21.863466666666667,0,0,35.65
0916-KNFAJ,Male,0,Yes,No,61,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,69.9,4226.7,0,Malindi,1,rural,52.5,medium,3,2839.8,145,0,0,5,1,3,dissatisfied,1,premium,3.9008443655277896,39.0728,1,0,30.75
8319-QBEHW,Male,0,No,Yes,26,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),39.95,1023.75,0,Nairobi,0,urban,100.0,high,15,918.9000000000001,10,1,0,5,1,6,neutral,1,standard,3.443511773595484,62.4504,0,0,65.0
3063-QFSZL,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.4,55.4,1,Thika,0,urban,100.0,high,12,459.8,312,0,1,3,0,6,neutral,1,standard,6.493199053999712,61.22613333333334,0,0,70.0
8775-LHDJH,Female,1,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.6,90.6,1,Nairobi,0,urban,100.0,high,13,599.2,181,0,1,4,1,7,satisfied,0,premium,11.955081306349419,61.59786666666667,0,1,55.0
9625-QNLUX,Male,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),103.25,7074.4,0,Kisumu,0,urban,94.0,high,10,3877.5,128,0,1,5,1,5,neutral,0,unlimited,20.882607810283147,66.74,0,1,53.2
3097-NQYSN,Male,1,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.85,156.35,1,Malindi,1,rural,84.0,high,6,365.7,324,0,0,3,0,4,dissatisfied,1,premium,14.618469610604608,51.3752,1,0,40.2
4024-CSNBY,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),94.25,6849.75,0,Mombasa,0,urban,100.0,high,14,3627.5,351,0,1,4,1,7,neutral,0,premium,21.882944982975285,69.67333333333333,0,1,55.0
7110-BDTWG,Female,0,Yes,No,71,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,47.05,3263.6,0,Nakuru,0,urban,100.0,high,7,3317.1,207,0,0,3,0,8,satisfied,1,standard,22.067490361218066,68.8456,0,0,45.0
7493-GVFIO,Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.55,1252.85,0,Nairobi,0,urban,35.5,medium,5,2977.1,205,0,0,5,1,10,satisfied,0,basic,5.637179724142391,29.238933333333335,0,0,10.65
0690-SRQID,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.65,67.55,0,Thika,0,urban,41.0,medium,2,292.3,344,0,0,5,1,6,neutral,0,basic,53.21895971461284,25.379466666666666,0,0,12.299999999999999
9605-WGJVW,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,70.2,0,Nairobi,0,urban,75.9,high,7,0.0,194,0,1,5,1,4,dissatisfied,0,premium,6.022082753403988,45.54,0,0,47.769999999999996
9114-DPSIA,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),81.0,5750.0,0,Kakamega,1,rural,67.0,high,5,3428.0,24,1,0,2,0,5,dissatisfied,1,premium,3.7627163290841388,49.34133333333333,1,0,55.099999999999994
4700-UBQMV,Male,0,Yes,Yes,21,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),75.9,1549.75,0,Nairobi,0,urban,100.0,high,5,898.8,73,1,1,5,1,7,satisfied,0,premium,17.398276006490374,62.3968,0,1,75.0
7711-GQBZC,Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.7,1810.55,0,Kakamega,1,rural,43.3,medium,3,3713.4,131,0,0,2,0,4,dissatisfied,1,basic,8.738391632016048,35.8824,1,0,27.99
3565-UNOCC,Female,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.05,2952.85,1,Mombasa,0,urban,15.8,low,1,1587.1,151,0,1,4,1,8,satisfied,1,premium,57.07927359596974,13.712266666666668,0,1,44.74
4627-MIHJH,Female,1,No,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),110.25,7467.55,0,Thika,0,urban,100.0,high,9,3728.5,189,0,0,2,0,10,satisfied,1,unlimited,8.240430247869929,69.94266666666667,0,0,45.0
9795-NREXC,Female,0,Yes,No,64,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.0,5484.4,0,Mombasa,0,urban,37.0,medium,3,3547.0,339,0,0,5,1,10,satisfied,0,premium,4.9425507401514555,31.65866666666667,0,1,11.1
8573-CGOCC,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.75,294.9,0,Nyeri,0,urban,99.0,high,18,868.5,217,0,0,5,1,8,satisfied,0,basic,7.16350852600742,61.716,0,0,29.7
7356-AYNJP,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.9,97.5,0,Nairobi,0,urban,47.5,medium,6,260.8,199,0,0,4,1,8,satisfied,1,basic,17.00297462896535,29.19546666666667,0,0,29.25
9249-FXSCK,Female,0,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),111.25,5916.45,1,Nairobi,0,urban,57.0,medium,6,2938.5,224,0,1,4,1,6,neutral,1,unlimited,18.41779868849802,42.035999999999994,0,1,57.099999999999994
5493-SDRDQ,Male,0,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.1,113.35,1,Kisumu,0,urban,45.0,medium,3,0.0,337,0,0,4,1,9,satisfied,1,standard,3.5315222327313736,27.0,0,0,28.5
6286-SUUWT,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,19.95,0,Nairobi,0,urban,41.5,medium,4,0.0,323,0,0,5,1,9,satisfied,0,basic,14.651125651306456,24.9,0,0,12.45
4819-HJPIW,Male,0,No,No,18,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.15,476.8,0,Nairobi,0,urban,61.0,high,7,1170.3,165,0,1,5,1,9,satisfied,1,basic,7.079308520232913,39.720800000000004,0,0,58.3
8654-DHAOW,Female,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.15,101.65,0,Machakos,1,rural,9.0,low,0,563.3,144,0,0,4,1,5,neutral,1,standard,9.966307757955638,6.902133333333333,1,0,17.7
5438-QMDDL,Female,0,Yes,No,19,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,59.8,1130.85,0,Machakos,1,rural,83.5,high,8,982.5999999999999,9,1,0,3,0,2,dissatisfied,0,standard,9.07598588977003,52.72026666666667,1,0,45.05
9812-GHVRI,Female,0,No,No,40,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),83.85,3532.25,0,Mombasa,0,urban,100.0,high,10,2157.7,170,0,1,5,1,6,neutral,1,premium,19.1305402696063,65.75386666666667,0,1,70.0
5553-AOINX,Female,1,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.9,6891.45,0,Nyeri,0,urban,100.0,high,12,3224.8,288,0,0,4,1,7,satisfied,1,unlimited,28.160762218758766,68.59946666666667,0,1,45.0
1228-ZLNBX,Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.3,1570.7,0,Nakuru,0,urban,58.5,medium,0,1471.6,36,1,0,5,1,8,satisfied,0,premium,12.732257062125067,39.02426666666667,0,1,37.55
4226-KKDON,Male,0,No,No,8,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,66.65,520.95,0,Mombasa,0,urban,5.3,low,4,551.3,119,0,0,5,1,10,satisfied,0,premium,69.59630026687793,4.650133333333333,0,0,1.5899999999999999
3831-YCPUO,Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.5,7854.9,0,Thika,0,urban,100.0,high,8,4037.0,173,0,1,3,0,8,satisfied,1,unlimited,69.66758454838002,70.76533333333333,0,0,70.0
7445-WMRBW,Female,0,No,No,48,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),73.85,3581.4,0,Uasin Gishu,0,urban,37.0,medium,1,2615.7,364,0,0,5,1,5,dissatisfied,1,premium,22.56907100609079,29.1752,0,1,26.1
3308-DGHKL,Male,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.3,1447.9,0,Machakos,1,rural,98.2,high,10,3529.6,37,1,0,4,1,5,dissatisfied,0,basic,35.19957922422844,68.33226666666667,1,0,49.46
9924-JPRMC,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,118.2,8547.15,0,Mombasa,0,urban,80.2,high,7,3586.4,20,1,1,5,1,7,neutral,0,unlimited,3.42829002386362,57.68373333333333,0,1,69.06
0080-EMYVY,Female,0,No,No,14,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),51.45,727.85,0,Uasin Gishu,0,urban,21.0,low,1,1034.9,160,0,0,5,1,8,satisfied,0,standard,11.61405743788593,15.359733333333333,0,0,6.3
6218-KNUBD,Male,0,No,No,6,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,59.45,357.6,0,Nairobi,0,urban,99.2,high,9,670.9,217,0,0,5,1,7,satisfied,1,standard,2.42531734593276,61.30906666666666,0,0,44.76
